방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
2019-01-01 21:40,20,100049,202044,마리노블 밍크 롱코트,의류,499000.00,84562000.00
2019-01-01 22:00,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000.00,38067000.00
2019-01-01 22:30,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000.00,77764000.00
2019-01-01 23:00,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900.00,23075000.00
2019-01-01 23:20,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900.00,39452000.00
2019-01-01 23:40,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900.00,60010000.00
2019-01-02 0:00,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900.00,6082000.00
2019-01-02 0:00,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900.00,6445000.00
2019-01-02 0:20,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900.00,11985000.00
2019-01-02 0:20,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900.00,8491000.00
2019-01-02 0:40,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900.00,16461000.00
2019-01-02 0:40,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900.00,10641000.00
2019-01-02 1:00,20,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900.00,9647000.00
2019-01-02 1:20,20,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900.00,15516000.00
2019-01-02 1:40,17,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900.00,18695000.00
2019-01-02 6:00,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800.00,9605000.00
2019-01-02 6:20,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800.00,11265000.00
2019-01-02 6:40,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800.00,14371000.00
2019-01-02 7:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,14944000.00
2019-01-02 7:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,25881000.00
2019-01-02 7:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,30126000.00
2019-01-02 8:00,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000.00,11314000.00
2019-01-02 8:20,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000.00,21397000.00
2019-01-02 8:40,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000.00,34822000.00
2019-01-02 9:00,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900.00,12607000.00
2019-01-02 9:20,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900.00,23042000.00
2019-01-02 9:40,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900.00,38449000.00
2019-01-02 10:00,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000.00,7239000.00
2019-01-02 10:00,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000.00,8951000.00
2019-01-02 10:00,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000.00,2118000.00
2019-01-02 10:00,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000.00,2262000.00
2019-01-02 10:20,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000.00,27223000.00
2019-01-02 10:20,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000.00,13074000.00
2019-01-02 10:20,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000.00,9408000.00
2019-01-02 10:20,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000.00,4507000.00
2019-01-02 10:40,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000.00,44478000.00
2019-01-02 10:40,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000.00,18925000.00
2019-01-02 10:40,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000.00,13024000.00
2019-01-02 10:40,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000.00,3368000.00
2019-01-02 11:00,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000.00,29763000.00
2019-01-02 11:30,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000.00,66392000.00
2019-01-02 12:00,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000.00,10107000.00
2019-01-02 12:00,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000.00,2270000.00
2019-01-02 12:00,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000.00,1469000.00
2019-01-02 12:00,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000.00,2757000.00
2019-01-02 12:20,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000.00,17801000.00
2019-01-02 12:20,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000.00,17732000.00
2019-01-02 12:20,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000.00,10627000.00
2019-01-02 12:20,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000.00,4731000.00
2019-01-02 12:40,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000.00,25462000.00
2019-01-02 12:40,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000.00,21428000.00
2019-01-02 12:40,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000.00,6384000.00
2019-01-02 12:40,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000.00,4095000.00
2019-01-02 13:00,20,100844,202491,하늘내린 용대리황태10미,농수축,32900.00,29599000.00
2019-01-02 13:20,20,100844,202491,하늘내린 용대리황태10미,농수축,32900.00,40882000.00
2019-01-02 13:40,20,100844,202491,하늘내린 용대리황태10미,농수축,32900.00,42466000.00
2019-01-02 14:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000.00,28456000.00
2019-01-02 14:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000.00,56800000.00
2019-01-02 15:00,20,100253,200864,안동간고등어 20팩,농수축,30900.00,41722000.00
2019-01-02 15:20,20,100253,200864,안동간고등어 20팩,농수축,30900.00,43167000.00
2019-01-02 15:40,20,100253,200864,안동간고등어 20팩,농수축,30900.00,70322000.00
2019-01-02 16:00,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900.00,11931000.00
2019-01-02 16:00,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900.00,6694000.00
2019-01-02 16:20,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900.00,16983000.00
2019-01-02 16:20,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900.00,9744000.00
2019-01-02 16:40,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900.00,18931000.00
2019-01-02 16:40,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900.00,11181000.00
2019-01-02 17:00,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900.00,30903000.00
2019-01-02 17:20,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900.00,50056000.00
2019-01-02 17:40,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900.00,49237000.00
2019-01-02 18:00,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800.00,22422000.00
2019-01-02 18:20,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800.00,33817000.00
2019-01-02 18:40,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800.00,44814000.00
2019-01-02 19:00,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900.00,25985000.00
2019-01-02 19:20,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900.00,36647000.00
2019-01-02 19:40,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900.00,65853000.00
2019-01-02 20:00,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000.00,18424000.00
2019-01-02 20:00,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000.00,422000.00
2019-01-02 20:00,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000.00,1506000.00
2019-01-02 20:20,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000.00,41096000.00
2019-01-02 20:20,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000.00,2575000.00
2019-01-02 20:20,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000.00,3660000.00
2019-01-02 20:40,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000.00,52885000.00
2019-01-02 20:40,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000.00,3029000.00
2019-01-02 20:40,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000.00,4155000.00
2019-01-02 21:00,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,14485000.00
2019-01-02 21:00,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,11986000.00
2019-01-02 21:20,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,25312000.00
2019-01-02 21:20,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,11960000.00
2019-01-02 21:40,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,21729000.00
2019-01-02 21:40,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,23895000.00
2019-01-02 22:00,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,3177000.00
2019-01-02 22:00,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,50000.00
2019-01-02 22:00,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,13796000.00
2019-01-02 22:00,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000.00,10329000.00
2019-01-02 22:00,,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000.00,50000.00
2019-01-02 22:00,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000.00,50000.00
2019-01-02 22:20,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,3177000.00
2019-01-02 22:20,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,3541000.00
2019-01-02 22:20,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,32123000.00
2019-01-02 22:20,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000.00,5189000.00
2019-01-02 22:20,,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000.00,50000.00
2019-01-02 22:20,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000.00,50000.00
2019-01-02 22:40,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,6305000.00
2019-01-02 22:40,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,6983000.00
2019-01-02 22:40,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,36730000.00
2019-01-02 22:40,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000.00,15468000.00
2019-01-02 22:40,,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000.00,50000.00
2019-01-02 22:40,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000.00,14523000.00
2019-01-02 23:00,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900.00,29048000.00
2019-01-02 23:20,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900.00,46224000.00
2019-01-02 23:40,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900.00,31298000.00
2019-01-03 0:00,20,100346,201072,테이트 남성 셀린니트3종,의류,39900.00,7329000.00
2019-01-03 0:00,,100346,201079,테이트 여성 셀린니트3종,의류,39900.00,12050000.00
2019-01-03 0:20,20,100346,201072,테이트 남성 셀린니트3종,의류,39900.00,10481000.00
2019-01-03 0:20,,100346,201079,테이트 여성 셀린니트3종,의류,39900.00,22520000.00
2019-01-03 1:00,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000.00,13185000.00
2019-01-03 1:20,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000.00,17348000.00
2019-01-03 1:40,17,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000.00,24910000.00
2019-01-03 6:00,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800.00,2450000.00
2019-01-03 6:00,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800.00,2645000.00
2019-01-03 6:20,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800.00,5609000.00
2019-01-03 6:20,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800.00,3874000.00
2019-01-03 6:40,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800.00,9045000.00
2019-01-03 6:40,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800.00,6162000.00
2019-01-03 7:00,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900.00,20546000.00
2019-01-03 7:20,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900.00,26917000.00
2019-01-03 7:40,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900.00,35153000.00
2019-01-03 8:00,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000.00,13665000.00
2019-01-03 8:20,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000.00,26788000.00
2019-01-03 8:40,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000.00,36208000.00
2019-01-03 9:00,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000.00,17518000.00
2019-01-03 9:20,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000.00,19488000.00
2019-01-03 9:40,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000.00,36253000.00
2019-01-03 10:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000.00,32763000.00
2019-01-03 10:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000.00,70140000.00
2019-01-03 11:00,20,100816,202404,보코 리버시블 무스탕,의류,79000.00,16785000.00
2019-01-03 11:20,20,100816,202404,보코 리버시블 무스탕,의류,79000.00,32391000.00
2019-01-03 11:40,20,100816,202404,보코 리버시블 무스탕,의류,79000.00,35613000.00
2019-01-03 12:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,18481000.00
2019-01-03 12:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,24779000.00
2019-01-03 12:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000.00,45269000.00
2019-01-03 13:00,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800.00,30273000.00
2019-01-03 13:20,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800.00,41669000.00
2019-01-03 13:40,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800.00,44782000.00
2019-01-03 14:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,22816000.00
2019-01-03 14:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,47947000.00
2019-01-03 14:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,49139000.00
2019-01-03 15:00,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000.00,13222000.00
2019-01-03 15:00,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000.00,9656000.00
2019-01-03 15:00,,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000.00,1530000.00
2019-01-03 15:00,,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000.00,4272000.00
2019-01-03 15:20,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000.00,31827000.00
2019-01-03 15:20,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000.00,24436000.00
2019-01-03 15:20,,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000.00,5224000.00
2019-01-03 15:20,,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000.00,6379000.00
2019-01-03 15:40,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000.00,16324000.00
2019-01-03 15:40,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000.00,25184000.00
2019-01-03 15:40,,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000.00,6693000.00
2019-01-03 15:40,,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000.00,3576000.00
2019-01-03 16:00,20,100832,202444,청정수산 완도활전복 35미,농수축,59900.00,26611000.00
2019-01-03 16:20,20,100832,202444,청정수산 완도활전복 35미,농수축,59900.00,47757000.00
2019-01-03 16:40,20,100832,202444,청정수산 완도활전복 35미,농수축,59900.00,59853000.00
2019-01-03 17:00,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900.00,16350000.00
2019-01-03 17:20,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900.00,33015000.00
2019-01-03 17:40,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900.00,27284000.00
2019-01-03 18:00,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900.00,29976000.00
2019-01-03 18:20,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900.00,51728000.00
2019-01-03 18:40,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900.00,67200000.00
2019-01-03 19:00,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000.00,11888000.00
2019-01-03 19:00,,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000.00,1879000.00
2019-01-03 19:00,,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000.00,3419000.00
2019-01-03 19:20,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000.00,19216000.00
2019-01-03 19:20,,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000.00,7147000.00
2019-01-03 19:20,,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000.00,2252000.00
2019-01-03 19:40,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000.00,40329000.00
2019-01-03 19:40,,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000.00,4871000.00
2019-01-03 19:40,,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000.00,4458000.00
2019-01-03 20:00,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,41183000.00
2019-01-03 20:20,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,83995000.00
2019-01-03 20:40,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,107418000.00
2019-01-03 21:00,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,6305000.00
2019-01-03 21:00,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,3517000.00
2019-01-03 21:00,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,50000.00
2019-01-03 21:00,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000.00,20608000.00
2019-01-03 21:00,,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000.00,6571000.00
2019-01-03 21:00,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000.00,7299000.00
2019-01-03 21:20,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,9432000.00
2019-01-03 21:20,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,10450000.00
2019-01-03 21:20,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,9214000.00
2019-01-03 21:20,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000.00,50000.00
2019-01-03 21:20,,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000.00,6596000.00
2019-01-03 21:20,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000.00,50000.00
2019-01-03 21:40,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000.00,9480000.00
2019-01-03 21:40,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000.00,17456000.00
2019-01-03 21:40,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000.00,36705000.00
